mi.mitnumber,mi.modification,mi.number,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_,valid_date,sticker_num
72713-18,Нет модификации,0034220173,С-В/21-09-2022/188780209,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780209,2022-09-21T00:00:00Z,1774962743033462792,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220174,С-В/21-09-2022/188780210,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780210,2022-09-21T00:00:00Z,1774962743033462793,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220175,С-В/21-09-2022/188780211,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780211,2022-09-21T00:00:00Z,1774962743033462794,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220176,С-В/21-09-2022/188780212,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780212,2022-09-21T00:00:00Z,1774962743033462795,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220177,С-В/21-09-2022/188780213,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780213,2022-09-21T00:00:00Z,1774962743033462797,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220178,С-В/21-09-2022/188780214,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780214,2022-09-21T00:00:00Z,1774962743033462798,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220179,С-В/21-09-2022/188780215,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780215,2022-09-21T00:00:00Z,1774962743033462799,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220180,С-В/21-09-2022/188780216,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780216,2022-09-21T00:00:00Z,1774962743034511360,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220181,С-В/21-09-2022/188780217,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780217,2022-09-21T00:00:00Z,1774962743034511361,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220182,С-В/21-09-2022/188780218,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780218,2022-09-21T00:00:00Z,1774962743034511363,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220183,С-В/21-09-2022/188780219,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780219,2022-09-21T00:00:00Z,1774962743034511364,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220184,С-В/21-09-2022/188780220,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780220,2022-09-21T00:00:00Z,1774962743034511365,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220185,С-В/21-09-2022/188780221,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780221,2022-09-21T00:00:00Z,1774962743034511366,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220186,С-В/21-09-2022/188780222,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780222,2022-09-21T00:00:00Z,1774962743034511367,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220187,С-В/21-09-2022/188780223,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780223,2022-09-21T00:00:00Z,1774962743034511369,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220188,С-В/21-09-2022/188780224,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780224,2022-09-21T00:00:00Z,1774962743034511370,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220189,С-В/21-09-2022/188780225,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780225,2022-09-21T00:00:00Z,1774962743034511371,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220190,С-В/21-09-2022/188780226,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780226,2022-09-21T00:00:00Z,1774962743034511372,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220191,С-В/21-09-2022/188780227,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780227,2022-09-21T00:00:00Z,1774962743034511373,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220192,С-В/21-09-2022/188780228,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780228,2022-09-21T00:00:00Z,1774962743034511374,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220193,С-В/21-09-2022/188780229,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780229,2022-09-21T00:00:00Z,1774962743035559936,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220194,С-В/21-09-2022/188780230,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780230,2022-09-21T00:00:00Z,1774962743035559937,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220195,С-В/21-09-2022/188780231,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780231,2022-09-21T00:00:00Z,1774962743035559938,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220196,С-В/21-09-2022/188780232,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780232,2022-09-21T00:00:00Z,1774962743035559939,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220197,С-В/21-09-2022/188780233,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780233,2022-09-21T00:00:00Z,1774962743035559941,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220198,С-В/21-09-2022/188780234,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780234,2022-09-21T00:00:00Z,1774962743035559942,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220199,С-В/21-09-2022/188780235,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780235,2022-09-21T00:00:00Z,1774962743035559943,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220200,С-В/21-09-2022/188780236,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780236,2022-09-21T00:00:00Z,1774962743035559944,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0030190197,С-В/21-09-2022/188780237,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780237,2022-09-21T00:00:00Z,1774962743035559945,2024-09-20T00:00:00Z,
72713-18,Нет модификации,0034220149,С-В/21-09-2022/188780238,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780238,2022-09-21T00:00:00Z,1774962743035559947,2024-09-20T00:00:00Z,
72713-18,Нет модификации,R030200004,С-В/13-09-2022/188780249,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-188780249,2022-09-13T00:00:00Z,1774962743035559954,2024-09-12T00:00:00Z,
72713-18,Нет модификации,R030200014,И-В/25-08-2022/184744215,Непригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",False,1-184744215,2022-08-25T00:00:00Z,1774962696091860993,,
77385-20,Нет модификации,0034220108,С-В/23-08-2022/182535723,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535723,2022-08-23T00:00:00Z,1774951802607763460,2023-08-22T00:00:00Z,
77385-20,Нет модификации,0034220107,С-В/23-08-2022/182535724,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535724,2022-08-23T00:00:00Z,1774951802607763462,2023-08-22T00:00:00Z,
77385-20,Нет модификации,0034220106,С-В/23-08-2022/182535725,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535725,2022-08-23T00:00:00Z,1774951802607763466,2023-08-22T00:00:00Z,
77385-20,Нет модификации,0034220105,С-В/23-08-2022/182535726,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535726,2022-08-23T00:00:00Z,1774951802607763467,2023-08-22T00:00:00Z,
77385-20,Нет модификации,0034220104,С-В/23-08-2022/182535727,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535727,2022-08-23T00:00:00Z,1774951802607763469,2023-08-22T00:00:00Z,
77385-20,Нет модификации,0034220103,С-В/23-08-2022/182535729,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535729,2022-08-23T00:00:00Z,1774951802607763470,2023-08-22T00:00:00Z,
77385-20,Нет модификации,0034220102,С-В/23-08-2022/182535730,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535730,2022-08-23T00:00:00Z,1774951802608812034,2023-08-22T00:00:00Z,
77385-20,Нет модификации,0034220101,С-В/23-08-2022/182535731,Пригодно,ДД-04,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-182535731,2022-08-23T00:00:00Z,1774951802608812036,2023-08-22T00:00:00Z,
72713-18,Нет модификации,0034210070,С-В/19-08-2022/181142913,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142913,2022-08-19T00:00:00Z,1774962657292451855,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220131,С-В/19-08-2022/181142914,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142914,2022-08-19T00:00:00Z,1774962657292451856,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220137,С-В/19-08-2022/181142915,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142915,2022-08-19T00:00:00Z,1774962657293500416,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220123,С-В/19-08-2022/181142916,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142916,2022-08-19T00:00:00Z,1774962657293500417,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220143,С-В/19-08-2022/181142917,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142917,2022-08-19T00:00:00Z,1774962657293500418,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220128,С-В/19-08-2022/181142919,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142919,2022-08-19T00:00:00Z,1774962657293500419,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220138,С-В/19-08-2022/181142920,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142920,2022-08-19T00:00:00Z,1774962657293500420,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220139,С-В/19-08-2022/181142921,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142921,2022-08-19T00:00:00Z,1774962657293500421,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220136,С-В/19-08-2022/181142922,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142922,2022-08-19T00:00:00Z,1774962657293500422,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220140,С-В/19-08-2022/181142923,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142923,2022-08-19T00:00:00Z,1774962657293500423,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220132,С-В/19-08-2022/181142924,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142924,2022-08-19T00:00:00Z,1774962657293500424,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220111,С-В/19-08-2022/181142925,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142925,2022-08-19T00:00:00Z,1774962657293500425,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220126,С-В/19-08-2022/181142926,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142926,2022-08-19T00:00:00Z,1774962657293500426,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220109,С-В/19-08-2022/181142928,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142928,2022-08-19T00:00:00Z,1774962657293500427,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220121,С-В/19-08-2022/181142929,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142929,2022-08-19T00:00:00Z,1774962657293500428,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220134,С-В/19-08-2022/181142930,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142930,2022-08-19T00:00:00Z,1774962657293500429,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220144,С-В/19-08-2022/181142931,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142931,2022-08-19T00:00:00Z,1774962657293500430,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220146,С-В/19-08-2022/181142932,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142932,2022-08-19T00:00:00Z,1774962657293500431,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220117,С-В/19-08-2022/181142933,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142933,2022-08-19T00:00:00Z,1774962657293500432,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220110,С-В/19-08-2022/181142934,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142934,2022-08-19T00:00:00Z,1774962657293500433,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220115,С-В/19-08-2022/181142935,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142935,2022-08-19T00:00:00Z,1774962657293500434,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220125,С-В/19-08-2022/181142937,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142937,2022-08-19T00:00:00Z,1774962657294548992,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220116,С-В/19-08-2022/181142938,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142938,2022-08-19T00:00:00Z,1774962657294548993,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220135,С-В/19-08-2022/181142939,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142939,2022-08-19T00:00:00Z,1774962657294548994,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220147,С-В/19-08-2022/181142940,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142940,2022-08-19T00:00:00Z,1774962657294548995,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220129,С-В/19-08-2022/181142941,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142941,2022-08-19T00:00:00Z,1774962657294548996,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220142,С-В/19-08-2022/181142942,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142942,2022-08-19T00:00:00Z,1774962657294548997,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220141,С-В/19-08-2022/181142943,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142943,2022-08-19T00:00:00Z,1774876833627504641,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220124,С-В/19-08-2022/181142945,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142945,2022-08-19T00:00:00Z,1774876833627504642,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220127,С-В/19-08-2022/181142946,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142946,2022-08-19T00:00:00Z,1774876833627504643,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220122,С-В/19-08-2022/181142947,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142947,2022-08-19T00:00:00Z,1774876833627504644,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220120,С-В/19-08-2022/181142948,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142948,2022-08-19T00:00:00Z,1774876833627504645,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220145,С-В/19-08-2022/181142949,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142949,2022-08-19T00:00:00Z,1774876833627504646,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220118,С-В/19-08-2022/181142950,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142950,2022-08-19T00:00:00Z,1774876833628553216,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220133,С-В/19-08-2022/181142951,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142951,2022-08-19T00:00:00Z,1774876833628553217,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220113,С-В/19-08-2022/181142952,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142952,2022-08-19T00:00:00Z,1774876833628553218,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220112,С-В/19-08-2022/181142954,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142954,2022-08-19T00:00:00Z,1774876833628553219,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220130,С-В/19-08-2022/181142955,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142955,2022-08-19T00:00:00Z,1774876833628553220,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0034220119,С-В/19-08-2022/181142956,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-181142956,2022-08-19T00:00:00Z,1774876833628553221,2024-08-18T00:00:00Z,
72713-18,Нет модификации,0030190134,С-В/05-07-2022/171606271,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-171606271,2022-07-05T00:00:00Z,1774876566193438720,2024-07-04T00:00:00Z,
72713-18,Нет модификации,0030190154,С-В/05-07-2022/171606272,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-171606272,2022-07-05T00:00:00Z,1774876566193438721,2024-07-04T00:00:00Z,
72713-18,Нет модификации,0108190151,С-В/05-07-2022/171606273,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-171606273,2022-07-05T00:00:00Z,1774876566193438722,2024-07-04T00:00:00Z,
72713-18,Нет модификации,0030190150,С-В/05-07-2022/171606274,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-171606274,2022-07-05T00:00:00Z,1774876566193438724,2024-07-04T00:00:00Z,
72713-18,Нет модификации,0030190155,И-В/05-07-2022/171606275,Непригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",False,1-171606275,2022-07-05T00:00:00Z,1774876566193438725,,
72713-18,Нет модификации,0030190121,С-В/05-07-2022/171606276,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-171606276,2022-07-05T00:00:00Z,1774876566193438726,2024-07-04T00:00:00Z,
72713-18,Нет модификации,R030200017,С-В/05-07-2022/176685780,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-176685780,2022-07-05T00:00:00Z,1774876712079720450,2024-07-04T00:00:00Z,
72713-18,Нет модификации,R030200018,С-В/05-07-2022/176685781,Пригодно,ДД-02,Датчики атмосферного давления,2022,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-176685781,2022-07-05T00:00:00Z,1774876712079720451,2024-07-04T00:00:00Z,
77385-20,Нет модификации,0034210022,С-В/09-09-2021/95479375,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479375,2021-09-09T00:00:00Z,1774872421177753601,2022-09-08T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210040,С-В/09-09-2021/95479380,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479380,2021-09-09T00:00:00Z,1774872421178802182,2022-09-08T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210037,С-В/09-09-2021/95479381,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479381,2021-09-09T00:00:00Z,1774872421179850756,2022-09-08T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210021,С-В/09-09-2021/95479382,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479382,2021-09-09T00:00:00Z,1774872421179850759,2022-09-08T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210016,С-В/09-09-2021/95479383,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479383,2021-09-09T00:00:00Z,1774872421180899332,2022-09-08T00:00:00Z,Нет данных
77385-20,Нет модификации,0034210033,С-В/09-09-2021/95479384,Пригодно,ДД-04,Датчики атмосферного давления,2021,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-95479384,2021-09-09T00:00:00Z,1774872421181947904,2022-09-08T00:00:00Z,Нет данных
