mi.mitnumber,mi.modification,mi.number,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_,valid_date,sticker_num
77385-20,Нет модификации,0034230225,С-ДФН/09-08-2023/271520232,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520232,2023-08-09T00:00:00Z,1774866709516124161,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230224,С-ДФН/09-08-2023/271520233,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520233,2023-08-09T00:00:00Z,1774866709520318466,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230223,С-ДФН/09-08-2023/271520234,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520234,2023-08-09T00:00:00Z,1774866709524512768,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230222,С-ДФН/09-08-2023/271520235,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520235,2023-08-09T00:00:00Z,1774866709528707077,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230221,С-ДФН/09-08-2023/271520236,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520236,2023-08-09T00:00:00Z,1774866709530804229,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230220,С-ДФН/09-08-2023/271520237,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520237,2023-08-09T00:00:00Z,1774866709534998530,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230219,С-ДФН/09-08-2023/271520238,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520238,2023-08-09T00:00:00Z,1774866709538144256,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230218,С-ДФН/09-08-2023/271520239,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520239,2023-08-09T00:00:00Z,1774866709539192835,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230217,С-ДФН/09-08-2023/271520240,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520240,2023-08-09T00:00:00Z,1774866709542338563,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230216,С-ДФН/09-08-2023/271520241,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520241,2023-08-09T00:00:00Z,1774866709544435716,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230215,С-ДФН/09-08-2023/271520242,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520242,2023-08-09T00:00:00Z,1774866709545484293,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034220108,С-ДФН/09-08-2023/271520282,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520282,2023-08-09T00:00:00Z,1774866709613641730,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034220107,С-ДФН/09-08-2023/271520283,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520283,2023-08-09T00:00:00Z,1774866709615738882,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034220105,С-ДФН/09-08-2023/271520284,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520284,2023-08-09T00:00:00Z,1774866709617836034,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034220104,С-ДФН/09-08-2023/271520285,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520285,2023-08-09T00:00:00Z,1774866709618884612,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034220101,С-ДФН/09-08-2023/271520286,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520286,2023-08-09T00:00:00Z,1774866709623078915,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230212,С-ДФН/09-08-2023/271520287,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520287,2023-08-09T00:00:00Z,1774866709626224642,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230207,С-ДФН/09-08-2023/271520288,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520288,2023-08-09T00:00:00Z,1774866709628321793,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230205,С-ДФН/09-08-2023/271520289,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520289,2023-08-09T00:00:00Z,1774866709629370369,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230199,С-ДФН/09-08-2023/271520290,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271520290,2023-08-09T00:00:00Z,1774866709629370374,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034220102,И-ДФН/09-08-2023/271520768,Непригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",False,1-271520768,2023-08-09T00:00:00Z,1774866718235033603,,
77385-20,Нет модификации,0034220106,И-ДФН/09-08-2023/271520769,Непригодно,ДД-04,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",False,1-271520769,2023-08-09T00:00:00Z,1774866718236082184,,
77385-20,Нет модификации,0034230156,С-В/09-08-2023/270833363,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-270833363,2023-08-09T00:00:00Z,1774863815988477959,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230195,С-В/09-08-2023/270833364,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-270833364,2023-08-09T00:00:00Z,1774863815989526535,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230165,С-В/09-08-2023/270833365,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-270833365,2023-08-09T00:00:00Z,1774863816362819589,2024-08-08T00:00:00Z,
77385-20,Нет модификации,0034230193,С-В/09-08-2023/270833366,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-270833366,2023-08-09T00:00:00Z,1774863816369111043,2024-08-08T00:00:00Z,
72713-18,Нет модификации,0034230112,С-ДФН/24-07-2023/271521484,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271521484,2023-07-24T00:00:00Z,1774871449203376129,2025-07-23T00:00:00Z,
72713-18,Нет модификации,0034230111,С-ДФН/24-07-2023/271521485,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271521485,2023-07-24T00:00:00Z,1774871449203376130,2025-07-23T00:00:00Z,
72713-18,Нет модификации,0034230110,С-ДФН/24-07-2023/271521486,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271521486,2023-07-24T00:00:00Z,1774871449203376131,2025-07-23T00:00:00Z,
72713-18,Нет модификации,0034230109,С-ДФН/24-07-2023/271521487,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ООО ""СТАНДАРТ-12""",True,1-271521487,2023-07-24T00:00:00Z,1774871449203376132,2025-07-23T00:00:00Z,
77385-20,Нет модификации,0034220108,С-В/11-07-2023/261612132,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-261612132,2023-07-11T00:00:00Z,1774861386679058438,2024-07-10T00:00:00Z,
72713-18,Нет модификации,0034200225,С-В/04-07-2023/261624941,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-261624941,2023-07-04T00:00:00Z,1774871080346845185,2025-07-03T00:00:00Z,
72713-18,Нет модификации,0034200035,С-В/04-07-2023/261624942,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-261624942,2023-07-04T00:00:00Z,1774871080346845187,2025-07-03T00:00:00Z,
77385-20,Нет модификации,0034230180,С-В/21-04-2023/241097466,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097466,2023-04-21T00:00:00Z,1774869998082195456,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230179,С-В/21-04-2023/241097467,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097467,2023-04-21T00:00:00Z,1774869998084292612,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230178,С-В/21-04-2023/241097468,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097468,2023-04-21T00:00:00Z,1774869998097924097,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230188,С-В/21-04-2023/241097452,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097452,2023-04-21T00:00:00Z,1774869998102118400,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230176,С-В/21-04-2023/241097454,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097454,2023-04-21T00:00:00Z,1774869998102118407,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230190,С-В/21-04-2023/241097455,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097455,2023-04-21T00:00:00Z,1774869998103166982,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230189,С-В/21-04-2023/241097457,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097457,2023-04-21T00:00:00Z,1774869998105264128,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230187,С-В/21-04-2023/241097458,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097458,2023-04-21T00:00:00Z,1774869998105264132,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230186,С-В/21-04-2023/241097459,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097459,2023-04-21T00:00:00Z,1774869998107361285,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230185,С-В/21-04-2023/241097461,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097461,2023-04-21T00:00:00Z,1774869998109458432,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230184,С-В/21-04-2023/241097462,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097462,2023-04-21T00:00:00Z,1774869998110507011,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230183,С-В/21-04-2023/241097463,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097463,2023-04-21T00:00:00Z,1774869998204878849,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230182,С-В/21-04-2023/241097464,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097464,2023-04-21T00:00:00Z,1774869998209073156,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230181,С-В/21-04-2023/241097465,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097465,2023-04-21T00:00:00Z,1774869998213267459,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230177,С-В/21-04-2023/241097469,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097469,2023-04-21T00:00:00Z,1774869998448148483,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230175,С-В/21-04-2023/241097471,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097471,2023-04-21T00:00:00Z,1774869998450245633,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230174,С-В/21-04-2023/241097472,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097472,2023-04-21T00:00:00Z,1774869998450245637,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230173,С-В/21-04-2023/241097473,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097473,2023-04-21T00:00:00Z,1774869998452342784,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230171,С-В/21-04-2023/241097474,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097474,2023-04-21T00:00:00Z,1774869998452342789,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230172,С-В/21-04-2023/241097475,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-241097475,2023-04-21T00:00:00Z,1774869998453391365,2024-04-20T00:00:00Z,
77385-20,Нет модификации,0034230198,С-В/07-04-2023/238572701,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572701,2023-04-07T00:00:00Z,1774870374016614400,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230214,С-В/07-04-2023/238572702,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572702,2023-04-07T00:00:00Z,1774870374016614404,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230213,С-В/07-04-2023/238572703,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572703,2023-04-07T00:00:00Z,1774870374017662976,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230211,С-В/07-04-2023/238572704,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572704,2023-04-07T00:00:00Z,1774870374017662978,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230210,С-В/07-04-2023/238572705,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572705,2023-04-07T00:00:00Z,1774870374017662981,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230209,С-В/07-04-2023/238572706,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572706,2023-04-07T00:00:00Z,1774960123530182657,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230208,С-В/07-04-2023/238572707,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572707,2023-04-07T00:00:00Z,1774960123530182660,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230206,С-В/07-04-2023/238572708,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572708,2023-04-07T00:00:00Z,1774960123530182664,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230204,С-В/07-04-2023/238572709,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572709,2023-04-07T00:00:00Z,1774960123530182666,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230203,С-В/07-04-2023/238572710,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572710,2023-04-07T00:00:00Z,1774960123530182669,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230202,С-В/07-04-2023/238572711,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572711,2023-04-07T00:00:00Z,1774960123531231233,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230201,С-В/07-04-2023/238572712,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572712,2023-04-07T00:00:00Z,1774960123531231236,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230200,С-В/07-04-2023/238572713,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572713,2023-04-07T00:00:00Z,1774960123531231239,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230197,С-В/07-04-2023/238572714,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572714,2023-04-07T00:00:00Z,1774960123531231242,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230196,С-В/07-04-2023/238572715,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572715,2023-04-07T00:00:00Z,1774960123531231245,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230167,С-В/07-04-2023/238572716,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572716,2023-04-07T00:00:00Z,1774960123531231247,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230166,С-В/07-04-2023/238572717,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572717,2023-04-07T00:00:00Z,1774960123531231250,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230163,С-В/07-04-2023/238572718,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572718,2023-04-07T00:00:00Z,1774960123532279811,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230162,С-В/07-04-2023/238572719,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572719,2023-04-07T00:00:00Z,1774960123533328384,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230160,С-В/07-04-2023/238572720,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572720,2023-04-07T00:00:00Z,1774960123533328387,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230157,С-В/07-04-2023/238572721,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572721,2023-04-07T00:00:00Z,1774960123533328390,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230155,С-В/07-04-2023/238572722,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572722,2023-04-07T00:00:00Z,1774960123533328393,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230154,С-В/07-04-2023/238572723,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572723,2023-04-07T00:00:00Z,1774960123533328396,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230153,С-В/07-04-2023/238572724,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572724,2023-04-07T00:00:00Z,1774960123533328399,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230152,С-В/07-04-2023/238572725,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572725,2023-04-07T00:00:00Z,1774960123534376962,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230151,С-В/07-04-2023/238572726,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572726,2023-04-07T00:00:00Z,1774960123534376966,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230150,С-В/07-04-2023/238572727,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572727,2023-04-07T00:00:00Z,1774960123534376967,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230149,С-В/07-04-2023/238572728,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572728,2023-04-07T00:00:00Z,1774960123534376971,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230148,С-В/07-04-2023/238572729,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572729,2023-04-07T00:00:00Z,1774960123534376973,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230147,С-В/07-04-2023/238572730,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572730,2023-04-07T00:00:00Z,1774960123534376976,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230146,С-В/07-04-2023/238572731,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572731,2023-04-07T00:00:00Z,1774960123535425537,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230194,С-В/07-04-2023/238572732,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572732,2023-04-07T00:00:00Z,1774960123535425541,2024-04-06T00:00:00Z,
77385-20,Нет модификации,0034230168,С-В/07-04-2023/238572733,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-238572733,2023-04-07T00:00:00Z,1774960123535425544,2024-04-06T00:00:00Z,
72713-18,Нет модификации,0034220172,С-В/09-03-2023/234298555,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-234298555,2023-03-09T00:00:00Z,1774960799899451403,2025-03-08T00:00:00Z,
72713-18,Нет модификации,0000220119,С-В/09-03-2023/234298556,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-234298556,2023-03-09T00:00:00Z,1774960799899451406,2025-03-08T00:00:00Z,
72713-18,Нет модификации,0000220115,С-В/09-03-2023/234298557,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-234298557,2023-03-09T00:00:00Z,1774960799899451407,2025-03-08T00:00:00Z,
77385-20,Нет модификации,0031230129,С-В/02-03-2023/229414106,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-229414106,2023-03-02T00:00:00Z,1774958300513697806,2024-03-01T00:00:00Z,
77385-20,Нет модификации,0031230123,С-В/02-03-2023/229414107,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-229414107,2023-03-02T00:00:00Z,1774958300513697808,2024-03-01T00:00:00Z,
77385-20,Нет модификации,0031230117,С-В/02-03-2023/229414108,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-229414108,2023-03-02T00:00:00Z,1774958300513697809,2024-03-01T00:00:00Z,
77385-20,Нет модификации,0031230101,С-В/02-03-2023/229414109,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-229414109,2023-03-02T00:00:00Z,1774958300514746368,2024-03-01T00:00:00Z,
77385-20,Нет модификации,0031230099,С-В/02-03-2023/229414110,Пригодно,ДД-04,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-229414110,2023-03-02T00:00:00Z,1774958300514746370,2024-03-01T00:00:00Z,
72713-18,Нет модификации,0034230050,С-В/17-02-2023/228851209,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851209,2023-02-17T00:00:00Z,1774960726005252105,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230049,С-В/17-02-2023/228851210,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851210,2023-02-17T00:00:00Z,1774960726005252106,2025-02-16T00:00:00Z,
72713-18,Нет модификации,0034230055,С-В/17-02-2023/228851212,Пригодно,ДД-02,Датчики атмосферного давления,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-228851212,2023-02-17T00:00:00Z,1774960726005252107,2025-02-16T00:00:00Z,
